"","chr","hg38.start","hg38.end","hg19.coord","score","strand","hg38.coord","hg38.id","DS.gok","DS.liu","DS.sy5y","DS.esc","DS.org","nDS","DB.atlas","DB.pedia","DB.base","DB.fun","nDB", "reason.excluded"
"1672","chr2",206866697,206879440,"chr2_207731421_207744164_+",0,"+","chr2_206866697_206879440_+","chr2_206866697_206879440_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1673","chr2",206866697,206881891,"chr2_207731421_207746615_+",0,"+","chr2_206866697_206881891_+","chr2_206866697_206881891_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1674","chr2",207575272,207577655,"chr2_208439996_208442379_-",0,"-","chr2_207575272_207577655_-","chr2_207575272_207577655_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1675","chr2",207596914,207597483,"chr2_208461638_208462207_-",0,"-","chr2_207596914_207597483_-","chr2_207596914_207597483_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1676","chr2",207828223,207861262,"chr2_208692947_208725986_-",0,"-","chr2_207828223_207861262_-","chr2_207828223_207861262_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1677","chr2",209692625,209696748,"chr2_210557349_210561472_-",0,"-","chr2_209692625_209696748_-","chr2_209692625_209696748_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1678","chr2",209692637,209696748,"chr2_210557361_210561472_-",0,"-","chr2_209692637_209696748_-","chr2_209692637_209696748_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1679","chr2",209733301,209733454,"chr2_210598025_210598178_-",0,"-","chr2_209733301_209733454_-","chr2_209733301_209733454_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1680","chr2",210098086,210154611,"chr2_210962810_211019335_+",0,"+","chr2_210098086_210154611_+","chr2_210098086_210154611_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1681","chr2",210104104,210154611,"chr2_210968828_211019335_+",0,"+","chr2_210104104_210154611_+","chr2_210104104_210154611_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1682","chr2",210129031,210154611,"chr2_210993755_211019335_+",0,"+","chr2_210129031_210154611_+","chr2_210129031_210154611_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1683","chr2",210153495,210154611,"chr2_211018219_211019335_+",0,"+","chr2_210153495_210154611_+","chr2_210153495_210154611_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1684","chr2",211947430,212124903,"chr2_212812155_212989628_+",0,"+","chr2_211947430_212124903_+","chr2_211947430_212124903_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1685","chr2",213310059,213350645,"chr2_214174783_214215369_-",0,"-","chr2_213310059_213350645_-","chr2_213310059_213350645_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1686","chr2",214767482,214797117,"chr2_215632206_215661841_+",0,"+","chr2_214767482_214797117_+","chr2_214767482_214797117_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1687","chr2",214780560,214797117,"chr2_215645284_215661841_+",0,"+","chr2_214780560_214797117_+","chr2_214780560_214797117_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1688","chr2",216212360,216212462,"chr2_217077083_217077185_-",0,"-","chr2_216212360_216212462_-","chr2_216212360_216212462_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: TCONS_00004015"
"1689","chr2",216764889,216831482,"chr2_217629612_217696205_+",0,"+","chr2_216764889_216831482_+","chr2_216764889_216831482_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1690","chr2",216799549,216831482,"chr2_217664272_217696205_+",0,"+","chr2_216799549_216831482_+","chr2_216799549_216831482_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1691","chr2",220018428,220024789,"chr2_220883149_220889510_+",0,"+","chr2_220018428_220024789_+","chr2_220018428_220024789_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1692","chr2",220021476,220024789,"chr2_220886197_220889510_+",0,"+","chr2_220021476_220024789_+","chr2_220021476_220024789_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1693","chr2",220322101,220325234,"chr2_221186822_221189955_+",0,"+","chr2_220322101_220325234_+","chr2_220322101_220325234_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1694","chr2",220450299,220485516,"chr2_221315020_221350237_+",0,"+","chr2_220450299_220485516_+","chr2_220450299_220485516_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1695","chr2",220450299,220494157,"chr2_221315020_221358878_+",0,"+","chr2_220450299_220494157_+","chr2_220450299_220494157_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1696","chr2",220450299,220568629,"chr2_221315020_221433350_+",0,"+","chr2_220450299_220568629_+","chr2_220450299_220568629_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1697","chr2",220602333,220634128,"chr2_221467054_221498849_+",0,"+","chr2_220602333_220634128_+","chr2_220602333_220634128_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1698","chr2",220630379,220634128,"chr2_221495100_221498849_+",0,"+","chr2_220630379_220634128_+","chr2_220630379_220634128_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1699","chr2",220740284,220740651,"chr2_221605004_221605371_+",0,"+","chr2_220740284_220740651_+","chr2_220740284_220740651_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1700","chr2",220740284,220740678,"chr2_221605004_221605398_+",0,"+","chr2_220740284_220740678_+","chr2_220740284_220740678_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1701","chr2",220753613,220776862,"chr2_221618333_221641582_+",0,"+","chr2_220753613_220776862_+","chr2_220753613_220776862_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1702","chr2",220753613,220791156,"chr2_221618333_221655876_+",0,"+","chr2_220753613_220791156_+","chr2_220753613_220791156_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1703","chr2",220753613,220810932,"chr2_221618333_221675652_+",0,"+","chr2_220753613_220810932_+","chr2_220753613_220810932_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1704","chr2",220753613,220824935,"chr2_221618333_221689655_+",0,"+","chr2_220753613_220824935_+","chr2_220753613_220824935_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1705","chr2",220753613,220826286,"chr2_221618333_221691006_+",0,"+","chr2_220753613_220826286_+","chr2_220753613_220826286_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1706","chr2",220753613,220839996,"chr2_221618333_221704716_+",0,"+","chr2_220753613_220839996_+","chr2_220753613_220839996_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1707","chr2",220753613,220855873,"chr2_221618333_221720593_+",0,"+","chr2_220753613_220855873_+","chr2_220753613_220855873_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1708","chr2",220753613,220870745,"chr2_221618333_221735465_+",0,"+","chr2_220753613_220870745_+","chr2_220753613_220870745_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1709","chr2",220753613,220887645,"chr2_221618333_221752365_+",0,"+","chr2_220753613_220887645_+","chr2_220753613_220887645_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1710","chr2",220774918,220791156,"chr2_221639638_221655876_+",0,"+","chr2_220774918_220791156_+","chr2_220774918_220791156_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1711","chr2",220774918,220810932,"chr2_221639638_221675652_+",0,"+","chr2_220774918_220810932_+","chr2_220774918_220810932_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1712","chr2",220774918,220839996,"chr2_221639638_221704716_+",0,"+","chr2_220774918_220839996_+","chr2_220774918_220839996_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1713","chr2",220774918,220870745,"chr2_221639638_221735465_+",0,"+","chr2_220774918_220870745_+","chr2_220774918_220870745_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1714","chr2",220774918,220887645,"chr2_221639638_221752365_+",0,"+","chr2_220774918_220887645_+","chr2_220774918_220887645_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1715","chr2",220810751,220887645,"chr2_221675471_221752365_+",0,"+","chr2_220810751_220887645_+","chr2_220810751_220887645_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1716","chr2",220824784,220887645,"chr2_221689504_221752365_+",0,"+","chr2_220824784_220887645_+","chr2_220824784_220887645_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1717","chr2",220835618,220855873,"chr2_221700338_221720593_+",0,"+","chr2_220835618_220855873_+","chr2_220835618_220855873_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1718","chr2",220855735,220887645,"chr2_221720455_221752365_+",0,"+","chr2_220855735_220887645_+","chr2_220855735_220887645_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1719","chr2",222220140,222232283,"chr2_223084859_223097002_+",0,"+","chr2_222220140_222232283_+","chr2_222220140_222232283_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1720","chr2",222613811,222624479,"chr2_223478530_223489198_+",0,"+","chr2_222613811_222624479_+","chr2_222613811_222624479_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1721","chr2",222630113,222648795,"chr2_223494832_223513514_+",0,"+","chr2_222630113_222648795_+","chr2_222630113_222648795_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1722","chr2",223720873,223741990,"chr2_224585590_224606707_-",0,"-","chr2_223720873_223741990_-","chr2_223720873_223741990_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1723","chr2",224873996,224886531,"chr2_225738713_225751248_+",0,"+","chr2_224873996_224886531_+","chr2_224873996_224886531_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1724","chr2",229836848,229880128,"chr2_230701564_230744844_+",0,"+","chr2_229836848_229880128_+","chr2_229836848_229880128_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1725","chr2",229858772,229860531,"chr2_230723488_230725247_+",0,"+","chr2_229858772_229860531_+","chr2_229858772_229860531_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1726","chr2",231066906,231087181,"chr2_231931620_231951895_-",0,"-","chr2_231066906_231087181_-","chr2_231066906_231087181_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1727","chr2",232556416,232567214,"chr2_233421126_233431924_-",0,"-","chr2_232556416_232567214_-","chr2_232556416_232567214_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1728","chr2",238328686,238334035,"chr2_239237327_239242676_-",0,"-","chr2_238328686_238334035_-","chr2_238328686_238334035_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1729","chr2",239990074,240014860,"chr2_240929491_240954277_+",0,"+","chr2_239990074_240014860_+","chr2_239990074_240014860_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1730","chr2",239990074,240022340,"chr2_240929491_240961757_+",0,"+","chr2_239990074_240022340_+","chr2_239990074_240022340_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1731","chr2",241325993,241343093,"chr2_242265408_242282508_+",0,"+","chr2_241325993_241343093_+","chr2_241325993_241343093_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 40787"
"1732","chr2",241325993,241348191,"chr2_242265408_242287606_+",0,"+","chr2_241325993_241348191_+","chr2_241325993_241348191_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 40787"
"1733","chr2",241337382,241348191,"chr2_242276797_242287606_+",0,"+","chr2_241337382_241348191_+","chr2_241337382_241348191_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 40787"
"1734","chr2",241342992,241343897,"chr2_242282407_242283312_+",0,"+","chr2_241342992_241343897_+","chr2_241342992_241343897_","FALSE","FALSE","TRUE","TRUE","FALSE",2,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: 40787"
"1735","chr2",241342992,241348191,"chr2_242282407_242287606_+",0,"+","chr2_241342992_241348191_+","chr2_241342992_241348191_","TRUE","FALSE","FALSE","TRUE","FALSE",2,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-09-02 00:00:00"
"1736","chr2",241343752,241348191,"chr2_242283167_242287606_+",0,"+","chr2_241343752_241348191_+","chr2_241343752_241348191_","TRUE","FALSE","FALSE","TRUE","FALSE",2,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-09-02 00:00:00"
"1737","chr2",242114639,242122455,"chr2_243056790_243064606_+",0,"+","chr2_242114639_242122455_+","chr2_242114639_242122455_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: LOC728323"
"1738","chr20",1810554,1811224,"chr20_1791200_1791870_-",0,"-","chr20_1810554_1811224_-","chr20_1810554_1811224_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: RP5-968J1.1"
"1739","chr20",2947982,2975241,"chr20_2928628_2955887_-",0,"-","chr20_2947982_2975241_-","chr20_2947982_2975241_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1740","chr20",2964272,2975241,"chr20_2944918_2955887_-",0,"-","chr20_2964272_2975241_-","chr20_2964272_2975241_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1741","chr20",2986765,2988474,"chr20_2967411_2969120_-",0,"-","chr20_2986765_2988474_-","chr20_2986765_2988474_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1742","chr20",5565017,5604440,"chr20_5545663_5585086_+",0,"+","chr20_5565017_5604440_+","chr20_5565017_5604440_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1743","chr20",8740344,8765358,"chr20_8720991_8746005_-",0,"-","chr20_8740344_8765358_-","chr20_8740344_8765358_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1744","chr20",9557608,9566384,"chr20_9538255_9547031_+",0,"+","chr20_9557608_9566384_+","chr20_9557608_9566384_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1745","chr20",10556231,10560820,"chr20_10536879_10541468_-",0,"-","chr20_10556231_10560820_-","chr20_10556231_10560820_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1746","chr20",13528433,13587370,"chr20_13509080_13568017_+",0,"+","chr20_13528433_13587370_+","chr20_13528433_13587370_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1747","chr20",13759692,13783183,"chr20_13740339_13763829_+",0,"+","chr20_13759692_13783183_+","chr20_13759692_13783183_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1748","chr20",16335926,16381747,"chr20_16316571_16362392_+",0,"+","chr20_16335926_16381747_+","chr20_16335926_16381747_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1749","chr20",16370586,16382130,"chr20_16351231_16362775_+",0,"+","chr20_16370586_16382130_+","chr20_16370586_16382130_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1750","chr20",16494291,16515664,"chr20_16474936_16496309_+",0,"+","chr20_16494291_16515664_+","chr20_16494291_16515664_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1751","chr20",21326279,21357792,"chr20_21306917_21338430_-",0,"-","chr20_21326279_21357792_-","chr20_21326279_21357792_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
